Agency,Bureau,Account,Program,Cohort Year,Original Subsidy Rate (%),Current Reestimated Rate (%),Change Due to Interest Rates (pct pts),Change Due to Technical (pct pts),Current Reestimate Amt ($K),Net Lifetime Reestimate ($K),Net Lifetime Reest Excl Interest ($K),Total Disbursements ($K),Outstanding Balance ($K)
Small Business Administration,Small Business Administration,Business Loans,7(a) General Business Loan Guarantees,2002,1.07,1.17,0.14,-0.04,-1124,16265,1802,8898897,13807
Small Business Administration,Small Business Administration,Business Loans,7(a) General Business Loan Guarantees,2003,1.04,2.4,(3),1.36,-1245,116928,99389,8316925,22934
Small Business Administration,Small Business Administration,Business Loans,7(a) General Business Loan Guarantees,2004,0.78,2.78,-0.17,2.17,-3165,257095,209355,11800528,58470
Small Business Administration,Small Business Administration,Business Loans,7(a) General Business Loan Guarantees,2005,0,4.74,-0.06,4.8,-5469,715617,586154,13236046,115255
Small Business Administration,Small Business Administration,Business Loans,7(a) General Business Loan Guarantees,2006,0,8.56,-0.05,8.61,-9611,1246386,1029545,12765802,158995
Small Business Administration,Small Business Administration,Business Loans,7(a) General Business Loan Guarantees,2007,0,11.51,,11.51,-8677,1585960,1373428,12574074,189623
Small Business Administration,Small Business Administration,Business Loans,7(a) General Business Loan Guarantees,2008,0,9.12,0.08,9.04,-11987,1011336,947491,11069966,243721
Small Business Administration,Small Business Administration,Business Loans,7(a) General Business Loan Guarantees,2009,0,3.59,,3.59,-2432,75280,75903,2452566,54899
Small Business Administration,Small Business Administration,Business Loans,7(a) General Business Loan Guarantees,2010,0.46,0.2,0.11,-0.37,-728,-21893,-18420,2059618,44639
Small Business Administration,Small Business Administration,Business Loans,7(a) General Business Loan Guarantees,2011,0.97,-0.85,0.09,-1.91,-3385,-264899,-247666,8568647,290903
Small Business Administration,Small Business Administration,Business Loans,7(a) General Business Loan Guarantees,2012,1.05,-1.17,0.01,-2.23,-4050,-506003,-479527,13219855,601242
Small Business Administration,Small Business Administration,Business Loans,7(a) General Business Loan Guarantees,2013,1.64,-0.94,0.01,-2.59,-3405,-712896,-690513,15494034,1096565
Small Business Administration,Small Business Administration,Business Loans,7(a) General Business Loan Guarantees,2014,0.01,0.11,-0.01,0.11,-2051,-407485,-394133,16949487,1465878
Small Business Administration,Small Business Administration,Business Loans,7(a) General Business Loan Guarantees,2015,0,1.09,-0.04,1.13,-12959,-438855,-414806,20424536,2483229
Small Business Administration,Small Business Administration,Business Loans,7(a) General Business Loan Guarantees,2016,0,2.49,0.03,2.46,-14991,-388516,-379422,21731197,3628849
Small Business Administration,Small Business Administration,Business Loans,7(a) General Business Loan Guarantees,2017,0,3.03,0.02,3.01,-16886,-455228,-440474,23162717,4887170
Small Business Administration,Small Business Administration,Business Loans,7(a) General Business Loan Guarantees,2018,0,4.07,-0.03,4.1,-19322,-361409,-344343,22963803,6585760
Small Business Administration,Small Business Administration,Business Loans,7(a) General Business Loan Guarantees,2019,0,4.89,0.02,4.87,-15830,-329330,-306055,20710448,7793074
Small Business Administration,Small Business Administration,Business Loans,7(a) General Business Loan Guarantees,2020,0.33,2.58,0.15,2.1,3864,-1042543,-984836,19579806,9014202
Small Business Administration,Small Business Administration,Business Loans,7(a) General Business Loan Guarantees,2021,0.08,-2.68,0.05,-2.81,-5403,-130702,-129550,4700014,2471276
Small Business Administration,Small Business Administration,Business Loans,7(a) General Business Loan Guarantees,2022,0,-0.35,-0.12,-0.23,-25049,-68243,-77893,23003483,18101964
Small Business Administration,Small Business Administration,Business Loans,7(a) General Business Loan Guarantees,2023,0,1.27,-0.13,1.4,206330,351976,302102,23822684,20874610
Small Business Administration,Small Business Administration,Business Loans,7(a) General Business Loan Guarantees,2024,0,2.39,,2.39,468913,468913,451734,19366353,17976782
Small Business Administration,Small Business Administration,Business Loans,7(a) General Business Loan Guarantees--STAR,2002,1.67,1.9,(3),0.23,-204,8687,2840,1637736,6047
Small Business Administration,Small Business Administration,Business Loans,7(a) General Business Loan Guarantees--STAR,2003,1.04,1.89,(3),0.85,-79,12438,9830,1378686,3941
Small Business Administration,Small Business Administration,Business Loans,Section 504 Certified Development Companies Debentures,1992,0.49,3.38,(3),2.89,-161,9212,15772,562596,521
Small Business Administration,Small Business Administration,Business Loans,Section 504 Certified Development Companies Debentures,1993,0.54,1.5,(3),0.96,-448,-13962,6523,723343,126
Small Business Administration,Small Business Administration,Business Loans,Section 504 Certified Development Companies Debentures,1994,0.51,6.07,1.68,3.88,-16,81601,64229,1135379,570
Small Business Administration,Small Business Administration,Business Loans,Section 504 Certified Development Companies Debentures,1995,0.57,3.97,2.4,1,-46,36326,38430,1314744,203
Small Business Administration,Small Business Administration,Business Loans,Section 504 Certified Development Companies Debentures,1996,0,2.14,-0.01,2.15,-17,25744,39562,2076040,82
Small Business Administration,Small Business Administration,Business Loans,Section 504 Certified Development Companies Debentures,1997,0,-1.95,-0.07,-1.88,-1009,-20989,-23118,1203911,413
Small Business Administration,Small Business Administration,Business Loans,Section 504 Certified Development Companies Debentures,1998,0,-1.48,-1.35,-0.13,-172,-23240,-21460,1464717,589
Small Business Administration,Small Business Administration,Business Loans,Section 504 Certified Development Companies Debentures,1999,0,-0.4,0.3,-0.7,-423,-8816,-6343,1596446,1515
Small Business Administration,Small Business Administration,Business Loans,Section 504 Certified Development Companies Debentures,2000,0,0.54,0.05,0.49,-1094,5114,5307,1492097,413
Small Business Administration,Small Business Administration,Business Loans,Section 504 Certified Development Companies Debentures,2001,0,1.75,0.06,1.69,-145,36874,26697,1910784,4452
Small Business Administration,Small Business Administration,Business Loans,Section 504 Certified Development Companies Debentures,2002,0,0.47,0.06,0.41,-736,-9,2511,2065244,3324
Small Business Administration,Small Business Administration,Business Loans,Section 504 Certified Development Companies Debentures,2003,0,1.34,0.06,1.28,-845,29221,21509,2680491,7353
Small Business Administration,Small Business Administration,Business Loans,Section 504 Certified Development Companies Debentures,2004,0,4.01,-0.01,4.02,-1255,132108,107567,3257047,22079
Small Business Administration,Small Business Administration,Business Loans,Section 504 Certified Development Companies Debentures,2005,0,9.23,-0.07,9.3,-1979,405896,345917,4216905,51702
Small Business Administration,Small Business Administration,Business Loans,Section 504 Certified Development Companies Debentures,2006,0,15.51,-0.04,15.55,-2329,754304,676882,4769779,108074
Small Business Administration,Small Business Administration,Business Loans,Section 504 Certified Development Companies Debentures,2007,0,19.28,0.05,19.23,-1511,964237,907433,5216577,185930
Small Business Administration,Small Business Administration,Business Loans,Section 504 Certified Development Companies Debentures,2008,0,14.51,0.06,14.45,-1865,524562,501519,4251306,223373
Small Business Administration,Small Business Administration,Business Loans,Section 504 Certified Development Companies Debentures,2009,-0.07,9.03,0.05,9.05,-995,56193,58978,886516,63597
Small Business Administration,Small Business Administration,Business Loans,Section 504 Certified Development Companies Debentures,2010,0,-0.95,0.07,-1.02,273,-30817,-26453,772157,84232
Small Business Administration,Small Business Administration,Business Loans,Section 504 Certified Development Companies Debentures,2011,0,-3.17,-0.17,-3,219,-175545,-132872,2681519,348334
Small Business Administration,Small Business Administration,Business Loans,Section 504 Certified Development Companies Debentures,2012,1.09,-4.54,-0.01,-5.62,-80,-325601,-294829,3744118,550636
Small Business Administration,Small Business Administration,Business Loans,Section 504 Certified Development Companies Debentures,2013,2.02,-4.52,,-6.54,-112,-432862,-402227,4319288,839954
Small Business Administration,Small Business Administration,Business Loans,Section 504 Certified Development Companies Debentures,2014,1.71,-3.88,-0.08,-5.51,-4832,-327768,-310285,3482351,850937
Small Business Administration,Small Business Administration,Business Loans,Section 504 Certified Development Companies Debentures,2015,0.6,-3.35,-0.09,-3.86,-8574,-285637,-267292,3535523,1143849
Small Business Administration,Small Business Administration,Business Loans,Section 504 Certified Development Companies Debentures,2016,0,-1.75,-0.03,-1.72,-10349,-237731,-213957,3851234,1546751
Small Business Administration,Small Business Administration,Business Loans,Section 504 Certified Development Companies Debentures,2017,0,0.2,-0.04,0.24,-5630,-168724,-149350,3921299,1880658
Small Business Administration,Small Business Administration,Business Loans,Section 504 Certified Development Companies Debentures,2018,0,0.27,-0.07,0.34,-28445,-161445,-140317,3831924,2339279
Small Business Administration,Small Business Administration,Business Loans,Section 504 Certified Development Companies Debentures,2019,0,1.22,-0.01,1.23,-27375,-125123,-108260,4117388,2992740
Small Business Administration,Small Business Administration,Business Loans,Section 504 Certified Development Companies Debentures,2020,0,-0.29,-0.03,-0.26,-28291,-216618,-192941,4394948,3521024
Small Business Administration,Small Business Administration,Business Loans,Section 504 Certified Development Companies Debentures,2021,0,-4.29,2.04,-6.33,-7865,-58855,-56273,1329767,1078605
Small Business Administration,Small Business Administration,Business Loans,Section 504 Certified Development Companies Debentures,2022,0,-0.35,,-0.35,-33936,-21511,-19081,5850205,5537414
Small Business Administration,Small Business Administration,Business Loans,Section 504 Certified Development Companies Debentures,2023,0,0.17,,0.17,3047,6015,5786,3088052,2986128
Small Business Administration,Small Business Administration,Business Loans,Section 504 Certified Development Companies Debentures,2024,0,-0.12,,-0.12,-1682,-1682,-1561,1339417,1311149
Small Business Administration,Small Business Administration,Business Loans,Section 504 Certified Development Companies Debentures--DELTA,1996,0.57,-1.1,(3),-1.67,,-251,-134,8463,
Small Business Administration,Small Business Administration,Business Loans,Section 504 Certified Development Companies Debentures--DELTA,1997,1.01,-174.21,(3),-175.22,,-5039,-2898,1727,
Small Business Administration,Small Business Administration,Business Loans,Section 504 Certified Development Companies Debentures--DELTA,1998,0.72,-161.76,(3),-162.48,,-12436,-8252,5278,
Small Business Administration,Small Business Administration,Business Loans,Section 504 Certified Development Companies Debentures--DELTA,1999,1.29,-3.06,(3),-4.35,,-105,-72,1725,
Small Business Administration,Small Business Administration,Business Loans,SBIC Debentures,1992,14.29,16.55,0.19,2.07,,-3708,1234,60060,50
Small Business Administration,Small Business Administration,Business Loans,SBIC Debentures,1993,15.4,2.34,0.07,-13.13,,-16696,-8154,63350,
Small Business Administration,Small Business Administration,Business Loans,SBIC Debentures,1994,16.25,-3.62,-0.46,-19.41,,-32673,-19399,100000,
Small Business Administration,Small Business Administration,Business Loans,SBIC Debentures,1995,14.65,-17.86,0.41,-32.92,,-59465,-32710,104430,
Small Business Administration,Small Business Administration,Business Loans,SBIC Debentures,1996,15.46,-27.22,-0.02,-42.66,,-75663,-44351,108570,
Small Business Administration,Small Business Administration,Business Loans,SBIC Debentures,1997,3.19,-20.45,-0.01,-23.63,,-53229,-31439,138725,
Small Business Administration,Small Business Administration,Business Loans,SBIC Debentures,1998,1.94,0.07,-2.89,1.02,-2,-22686,-5039,382035,1498
Small Business Administration,Small Business Administration,Business Loans,SBIC Debentures,1999,1.38,6.43,-2.36,7.41,,19773,13910,292750,
Small Business Administration,Small Business Administration,Business Loans,SBIC Debentures,2000,0,0.5,(3),0.5,,5574,1598,296155,
Small Business Administration,Small Business Administration,Business Loans,SBIC Debentures,2001,0,-1.22,(3),-1.22,,-1883,-5070,391360,
Small Business Administration,Small Business Administration,Business Loans,SBIC Debentures,2002,0,6.94,(3),6.94,-289,38550,24592,376940,50
Small Business Administration,Small Business Administration,Business Loans,SBIC Debentures,2003,0,-2.12,0.03,-2.15,30,-18611,-7734,403750,1517
Small Business Administration,Small Business Administration,Business Loans,SBIC Debentures,2004,0,-4.76,-0.06,-4.7,685,-26994,-20924,460780,
Small Business Administration,Small Business Administration,Business Loans,SBIC Debentures,2005,0,-6.25,-0.2,-6.05,1,-22278,-17711,301420,54
Small Business Administration,Small Business Administration,Business Loans,SBIC Debentures,2006,0,-14.87,,-14.87,-10894,-103399,-56877,419705,25657
Small Business Administration,Small Business Administration,Business Loans,SBIC Debentures,2007,0,-6.7,0.15,-6.85,102,-49567,-40429,649525,3720
Small Business Administration,Small Business Administration,Business Loans,SBIC Debentures,2008,0,-2.14,0.32,-2.46,,-28026,-19608,971370,
Small Business Administration,Small Business Administration,Business Loans,SBIC Debentures,2009,0,-1.86,0.11,-1.97,,-19237,-14130,671095,
Small Business Administration,Small Business Administration,Business Loans,SBIC Debentures,2010,0,-2.62,0.39,-3.01,265,-36629,-27075,1067455,18244
Small Business Administration,Small Business Administration,Business Loans,SBIC Debentures,2011,0,-5.87,0.09,-5.96,,-115707,-98713,1739550,
Small Business Administration,Small Business Administration,Business Loans,SBIC Debentures,2012,0,-6.34,-0.09,-6.25,-40,-123504,-109136,1811670,
Small Business Administration,Small Business Administration,Business Loans,SBIC Debentures,2013,0,-5.93,-0.11,-5.82,-5760,-127138,-110592,1948360,825
Small Business Administration,Small Business Administration,Business Loans,SBIC Debentures,2014,0,-1.01,-0.13,-0.89,-8151,-22111,-22896,2325990,203615
Small Business Administration,Small Business Administration,Business Loans,SBIC Debentures,2015,0,-7.79,-0.31,-7.48,-1242,-195885,-175466,2354645,209665
Small Business Administration,Small Business Administration,Business Loans,SBIC Debentures,2016,0,-5.59,-0.09,-5.5,-3346,-132008,-119921,2254035,476525
Small Business Administration,Small Business Administration,Business Loans,SBIC Debentures,2017,0,-4.04,-0.08,-3.96,-2400,-69320,-63599,1652670,626285
Small Business Administration,Small Business Administration,Business Loans,SBIC Debentures,2018,0,-2.9,-0.04,-2.86,-10460,-65393,-60895,2194635,1246330
Small Business Administration,Small Business Administration,Business Loans,SBIC Debentures,2019,0,-4.18,0.03,-4.21,-50333,-70030,-61750,1546875,1292561
Small Business Administration,Small Business Administration,Business Loans,SBIC Debentures,2020,0,0.39,-0.23,0.62,39606,8803,8970,1897930,1648405
Small Business Administration,Small Business Administration,Business Loans,SBIC Debentures,2021,0,-2.18,-0.02,-2.16,-22406,-79996,-77313,3617750,3517740
Small Business Administration,Small Business Administration,Business Loans,SBIC Debentures,2022,0,-1.98,,-1.98,-20730,-69449,-68264,3279285,3194980
Small Business Administration,Small Business Administration,Business Loans,SBIC Debentures,2023,0,-1.59,,-1.59,-38254,-38578,-36967,2377700,2339130
Small Business Administration,Small Business Administration,Business Loans,SBIC Debentures,2024,0,-0.19,,-0.19,-1214,-1214,-1477,782000,782000
Small Business Administration,Small Business Administration,Business Loans,SBIC Participating Securities,1994,9,-4.86,-0.41,-13.45,,-24591,-20856,149660,
Small Business Administration,Small Business Administration,Business Loans,SBIC Participating Securities,1995,8.9,24.59,0.18,15.51,,73443,32611,219940,
Small Business Administration,Small Business Administration,Business Loans,SBIC Participating Securities,1996,9,10.85,-0.02,1.87,,17210,3527,231230,
Small Business Administration,Small Business Administration,Business Loans,SBIC Participating Securities,1997,3.29,26.17,-0.1,22.98,13,66208,51744,232830,600
Small Business Administration,Small Business Administration,Business Loans,SBIC Participating Securities,1998,2.2,5.49,-0.93,4.22,-553,-7383,24174,677825,3693
Small Business Administration,Small Business Administration,Business Loans,SBIC Participating Securities,1999,2.19,54.84,-1.03,53.68,24,576124,472422,930450,988
Small Business Administration,Small Business Administration,Business Loans,SBIC Participating Securities,2000,1.8,32.73,0.26,30.67,58,300703,340401,1089560,1
Small Business Administration,Small Business Administration,Business Loans,SBIC Participating Securities,2001,1.31,21.3,-0.24,20.23,639,306631,279705,1677425,425
Small Business Administration,Small Business Administration,Business Loans,SBIC Participating Securities,2002,0,23.13,-0.22,23.35,-434,274063,229802,1107935,142
Small Business Administration,Small Business Administration,Business Loans,SBIC Participating Securities,2003,0,16.3,-0.36,16.66,889,154422,159404,1057225,388
Small Business Administration,Small Business Administration,Business Loans,SBIC Participating Securities,2004,0,22.52,-0.07,22.59,5532,644540,588138,2910155,35656
Small Business Administration,Small Business Administration,Business Loans,SBIC New Market Venture Capital,2002,14.47,49.47,1.16,33.84,,8295,5606,18750,
Small Business Administration,Small Business Administration,Business Loans,SBIC New Market Venture Capital,2003,15.46,45.74,1.23,29.05,,24283,11734,53250,1425
Small Business Administration,Small Business Administration,Business Loans,7(a) General Business--Delta,1995,4.86,1.07,(3),-3.79,,-91,-47,1220,
Small Business Administration,Small Business Administration,Business Loans,7(a) General Business--Delta,1996,3.15,9.5,(3),6.35,,2415,1283,21115,
Small Business Administration,Small Business Administration,Business Loans,7(a) General Business--Delta,1997,3.47,0.88,(3),-2.59,,-1183,-685,27309,
Small Business Administration,Small Business Administration,Business Loans,7(a) General Business--Delta,1998,3.36,5.17,(3),1.81,,500,480,27296,
Small Business Administration,Small Business Administration,Business Loans,7(a) General Business--Delta,1999,2.08,9.55,(3),7.47,3,3696,2533,35028,
Small Business Administration,Small Business Administration,Business Loans,7(a) General Business--Delta,2000,1.83,7.07,(3),5.24,,967,669,13508,
Small Business Administration,Small Business Administration,Business Loans,7(a) General Business--Delta,2001,1.87,22.6,(3),20.73,,649,498,2470,
Small Business Administration,Small Business Administration,Business Loans,7(a) General Business--Delta,2002,1.73,-3.18,(3),-4.91,,-57,-48,1003,
Small Business Administration,Small Business Administration,Business Loans,7(a) General Business--Delta,2003,1.51,-1.48,(3),-2.99,,-5,-4,150,
Small Business Administration,Small Business Administration,Business Loans,Secondary Market Guarantee,2004,0,0.27,(3),0.27,-81,61633,102164,38008032,42121
Small Business Administration,Small Business Administration,Business Loans,Secondary Market Guarantee,2005,0,0.52,,0.52,252,24082,20512,4224301,73523
Small Business Administration,Small Business Administration,Business Loans,Secondary Market Guarantee,2006,0,0.3,,0.3,4,13364,9899,3633474,97515
Small Business Administration,Small Business Administration,Business Loans,Secondary Market Guarantee,2007,0,0.43,,0.43,-500,21944,14802,3678115,90455
Small Business Administration,Small Business Administration,Business Loans,Secondary Market Guarantee,2008,0,0.35,,0.35,-76,19415,12995,4137912,123239
Small Business Administration,Small Business Administration,Business Loans,Secondary Market Guarantee,2009,0,1.11,,1.11,115,31672,24940,2381185,85686
Small Business Administration,Small Business Administration,Business Loans,Secondary Market Guarantee,2010,0,2.1,0.05,2.05,368,83304,67975,3379396,130219
Small Business Administration,Small Business Administration,Business Loans,Secondary Market Guarantee,2011,0,1.9,0.01,1.89,346,92808,77904,4299164,172693
Small Business Administration,Small Business Administration,Business Loans,Secondary Market Guarantee,2012,0,2.31,-0.02,2.33,508,96164,86988,3925573,171981
Small Business Administration,Small Business Administration,Business Loans,Secondary Market Guarantee,2013,0,2.02,-0.02,2.04,3386,92933,89566,4489916,257882
Small Business Administration,Small Business Administration,Business Loans,Secondary Market Guarantee,2014,0,0.78,0.02,0.76,-322,38562,37349,5394207,332081
Small Business Administration,Small Business Administration,Business Loans,Secondary Market Guarantee,2015,0,0.43,-0.05,0.48,-424,23171,23907,6236502,516065
Small Business Administration,Small Business Administration,Business Loans,Secondary Market Guarantee,2016,0,0.27,-0.04,0.31,2972,17110,18267,7409509,934092
Small Business Administration,Small Business Administration,Business Loans,Secondary Market Guarantee,2017,0,0.2,-0.05,0.25,5123,9295,11911,9301175,1522491
Small Business Administration,Small Business Administration,Business Loans,Secondary Market Guarantee,2018,0,-0.23,-0.04,-0.19,-708,-35343,-31309,7998843,1730477
Small Business Administration,Small Business Administration,Business Loans,Secondary Market Guarantee,2019,0,-0.3,,-0.3,2470,-37430,-33630,8497583,2411524
Small Business Administration,Small Business Administration,Business Loans,Secondary Market Guarantee,2020,0,-0.21,-0.02,-0.19,-2861,-17119,-16357,6543493,2506284
Small Business Administration,Small Business Administration,Business Loans,Secondary Market Guarantee,2021,0,0.01,-0.01,0.02,-5078,418,593,8980775,4226908
Small Business Administration,Small Business Administration,Business Loans,Secondary Market Guarantee,2022,0,-0.05,0.05,-0.1,8865,-6447,-6264,11756399,7752292
Small Business Administration,Small Business Administration,Business Loans,Secondary Market Guarantee,2023,0,-0.23,0.03,-0.26,3389,-21059,-20404,8999461,7382033
Small Business Administration,Small Business Administration,Business Loans,Secondary Market Guarantee,2024,0,-0.18,,-0.18,-17336,-17336,-16590,9340972,9053696
Small Business Administration,Small Business Administration,Business Loans,502 Local Development Companies,1992,5.95,5.87,(3),-0.08,,-17,-7,28070,
Small Business Administration,Small Business Administration,Business Loans,502 Local Development Companies,1993,5.58,1.06,(3),-4.52,,-3339,-1476,34301,436
Small Business Administration,Small Business Administration,Business Loans,502 Local Development Companies,1994,1.6,1.96,(3),0.36,,350,129,36626,
Small Business Administration,Small Business Administration,Business Loans,502 Local Development Companies,1995,1.5,0.24,(3),-1.26,,-945,-443,36985,732
Small Business Administration,Small Business Administration,Business Loans,Secondary Market 504 First Mortgage Guarantees--ARRA,2010,0,10.36,0.01,10.35,-117,4289,4095,40035,5217
Small Business Administration,Small Business Administration,Business Loans,Secondary Market 504 First Mortgage Guarantees--ARRA,2011,0,3.9,-0.07,3.97,533,7389,7014,183767,14726
Small Business Administration,Small Business Administration,Business Loans,Secondary Market 504 First Mortgage Guarantees--ARRA,2012,0,-2.05,-0.09,-1.96,-282,-16038,-14286,709570,53882
Small Business Administration,Small Business Administration,Business Loans,ARC Loan Guarantees--ARRA,2009,75.77,24.96,3.83,-54.64,-65,-47499,-44092,88321,102
Small Business Administration,Small Business Administration,Business Loans,ARC Loan Guarantees--ARRA,2010,76.15,23.4,0.87,-53.62,-159,-98247,-93712,179513,230
Small Business Administration,Small Business Administration,Business Loans,7(a) General Business Loan Guarantees--ARRA,2009,3.1,3.97,0.17,0.7,-4526,7461,18686,5631403,134058
Small Business Administration,Small Business Administration,Business Loans,7(a) General Business Loan Guarantees--ARRA,2010,4.23,2.59,0.17,-1.81,-1276,-61269,-55814,2520501,66955
Small Business Administration,Small Business Administration,Business Loans,Section 504 Certified Development Companies--ARRA,2009,2.14,5.93,0.03,3.76,-1757,9089,31360,2200292,187916
Small Business Administration,Small Business Administration,Business Loans,Section 504 Certified Development Companies--ARRA,2010,2.05,1.9,0.05,-0.2,1470,-36948,-26015,1150955,106546
Small Business Administration,Small Business Administration,Business Loans,7(a) Dealer Floor Plan,2011,0.56,-3.8,0.01,-4.37,,-690,-611,14528,
Small Business Administration,Small Business Administration,Business Loans,7(a) Dealer Floor Plan,2012,0.49,-4.18,-0.04,-4.63,,-677,-596,13600,
Small Business Administration,Small Business Administration,Business Loans,7(a) Dealer Floor Plan,2013,0.67,-4,-0.01,-4.66,,-223,-215,4500,
Small Business Administration,Small Business Administration,Business Loans,7(a) Dealer Floor Plan--ARRA,2009,3.14,-0.98,0.19,-4.31,,-561,-466,12450,
Small Business Administration,Small Business Administration,Business Loans,7(a) Dealer Floor Plan--ARRA,2010,3.29,-0.05,0.05,-3.39,53,-2304,-2148,67188,80
Small Business Administration,Small Business Administration,Business Loans,Section 504 Certified Development Companies Debentures--ARRA Ext,2010,2.05,1.77,0.05,-0.33,-354,-55375,-44178,1725867,166199
Small Business Administration,Small Business Administration,Business Loans,Section 504 Certified Development Companies Debentures--ARRA Ext,2011,2.18,-1.25,-0.19,-3.24,299,-74972,-62042,1103567,123949
Small Business Administration,Small Business Administration,Business Loans,504 Commercial Real Estate (CRE) Refinance Program,2011,0,-4.76,-0.13,-4.63,63,-16788,-15520,226013,21600
Small Business Administration,Small Business Administration,Business Loans,504 Commercial Real Estate (CRE) Refinance Program,2012,0,-6.35,-0.07,-6.28,782,-189490,-180366,2007211,264558
Small Business Administration,Small Business Administration,Business Loans,504 Commercial Real Estate (CRE) Refinance Program,2016,0,-2.41,-0.02,-2.39,6,-2841,-2573,38632,13099
Small Business Administration,Small Business Administration,Business Loans,504 Commercial Real Estate (CRE) Refinance Program,2017,0,0.24,-0.22,0.46,-1262,-11007,-10036,249771,115598
Small Business Administration,Small Business Administration,Business Loans,504 Commercial Real Estate (CRE) Refinance Program,2018,0,0.25,-0.06,0.31,-629,-6507,-5850,134529,74387
Small Business Administration,Small Business Administration,Business Loans,504 Commercial Real Estate (CRE) Refinance Program,2019,0,3.29,-0.02,3.31,323,-1914,-1600,126642,80005
Small Business Administration,Small Business Administration,Business Loans,504 Commercial Real Estate (CRE) Refinance Program,2020,0,0.04,-0.03,0.07,-1652,-146766,-138999,327445,251355
Small Business Administration,Small Business Administration,Business Loans,504 Commercial Real Estate (CRE) Refinance Program,2021,0,-4.76,-0.02,-4.74,-2114,-4988,-4804,102314,75484
Small Business Administration,Small Business Administration,Business Loans,504 Commercial Real Estate (CRE) Refinance Program,2022,0,-0.9,,-0.9,-8148,-7269,-6606,753772,691367
Small Business Administration,Small Business Administration,Business Loans,504 Commercial Real Estate (CRE) Refinance Program,2023,0,0.06,,0.06,1045,221,193,417202,401807
Small Business Administration,Small Business Administration,Business Loans,504 Commercial Real Estate (CRE) Refinance Program,2024,0,-0.38,,-0.38,-1592,-1592,-1541,412483,409252
Small Business Administration,Small Business Administration,Business Loans,7(a) Business Loan Guarantees--ARRA,2010,4.23,2.09,0.17,-2.31,-1988,-164680,-150986,5406158,159321
Small Business Administration,Small Business Administration,Business Loans,7(a) Business Loan Guarantees--ARRA,2011,5.48,1.14,0.15,-4.49,-3550,-425613,-396939,7483528,255370
Small Business Administration,Small Business Administration,Business Loans,Paycheck Protection Program (PPP),2020,101.72,101.25,0.41,-0.88,-255526,-10293029,-4369041,521453723,1856077
Small Business Administration,Small Business Administration,Business Loans,Paycheck Protection Program (PPP),2021,103.7,106.85,0.92,2.23,-356606,5889734,7690776,271146976,2592470
Small Business Administration,Small Business Administration,Business Loans,7(a) General Business--PL 116-260 Part-Year COVID Support,2021,5.4,2.72,0.11,-2.79,-20752,-1288617,-1254741,27228210,17431045
Small Business Administration,Small Business Administration,Business Loans,Section 504 Debentures--PL 116-260 Part-Year COVID Support,2021,2.04,-0.04,,-2.08,-25925,-183707,-172651,4650123,4117732
Small Business Administration,Small Business Administration,Business Loans,504 CRE Refinance--PL 116-260 Part-Year COVID Support,2021,2.12,-0.67,-0.02,-2.77,-3751,-36649,-34832,507167,436989
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Short Term Insurance,1994,1.54,,(3),-1.54,4,(7),(7),125683,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Short Term Insurance,1996,2.5,0.01,(3),-2.49,118,(7),(7),647683,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Short Term Insurance,1998,1.36,,(3),-1.36,13,(7),(7),1701899,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Short Term Insurance,1999,1,6.83,(3),5.83,,(7),(7),1474005,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Short Term Insurance,2000,1,,(3),-1,,(7),(7),1240431,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Short Term Insurance,2001,0.01,0.02,(3),0.01,420,(7),(7),1309867,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Short Term Insurance,2003,0.32,,(3),-0.32,2,(7),(7),1866379,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Short Term Insurance,2004,1,,(3),-1,11,(7),(7),2749437,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Short Term Insurance,2005,0.21,-0.01,(3),-0.22,-433,(7),(7),3080010,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Short Term Insurance,2006,-0.01,-0.01,(3),,-134,(7),(7),2391584,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Short Term Insurance,2007,1,,(3),-1,254,(7),(7),3736735,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Short Term Insurance,2008,1,,(3),-1,13,(7),(7),4419525,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Short Term Insurance,2009,0.17,,0.03,-0.2,35,(7),(7),4745496,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Short Term Insurance,2010,0.28,,0.01,-0.29,4,(7),(7),4867904,
Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank Loans,Short Term Insurance,2011,0.21,,0.01,-0.22,42,(7),(7),6668919,
